,Start_date_of_CEWS_period,RegionCode,RegionName,RuralUrbanFlag,CMACAFlag,Number_business_locations,Subsidy_amount,Supported_employees,CEWS_rehire_count,province_regionCode,province_regionName
16877,2020-07-05,5949024,New Hazelton,RURAL,Not applicable,0,,,0,59,British Columbia
16878,2020-07-05,5949028,Kitimat-Stikine B,RURAL,Not applicable,5,"14,000",7,0,59,British Columbia
16879,2020-07-05,5949032,Stewart,RURAL,Not applicable,5,"57,000",30,0,59,British Columbia
16880,2020-07-05,5949035,Nisga'a,RURAL,Not applicable,0,,,0,59,British Columbia
16881,2020-07-05,5949807,Kulspai 6,URBAN,Not applicable,0,,,0,59,British Columbia
16882,2020-07-05,5949815,Gitanyow 1,RURAL,Not applicable,0,,,0,59,British Columbia
16883,2020-07-05,5949819,Babine 17,RURAL,Not applicable,0,,,0,59,British Columbia
16884,2020-07-05,5951007,Vanderhoof,RURAL,Not applicable,30,"476,000",234,5,59,British Columbia
16885,2020-07-05,5951015,Bulkley-Nechako C,RURAL,Not applicable,20,"657,000",240,5,59,British Columbia
16886,2020-07-05,5951017,Bulkley-Nechako D,RURAL,Not applicable,0,,,0,59,British Columbia
16887,2020-07-05,5951019,Bulkley-Nechako F,RURAL,Not applicable,5,"71,000",29,0,59,British Columbia
16888,2020-07-05,5951022,Burns Lake,RURAL,Not applicable,15,"545,000",224,5,59,British Columbia
16889,2020-07-05,5951028,Bulkley-Nechako B,RURAL,Not applicable,5,,,0,59,British Columbia
16890,2020-07-05,5951034,Houston,RURAL,Not applicable,30,"1,214,000",562,5,59,British Columbia
16891,2020-07-05,5951038,Telkwa,RURAL,Not applicable,5,"143,000",95,0,59,British Columbia
16892,2020-07-05,5951043,Smithers,RURAL,Not applicable,70,"879,000",512,10,59,British Columbia
16893,2020-07-05,5951051,Bulkley-Nechako A,RURAL,Not applicable,30,"871,000",435,5,59,British Columbia
16894,2020-07-05,5951053,Bulkley-Nechako G,RURAL,Not applicable,5,"91,000",31,0,59,British Columbia
16895,2020-07-05,5951848,North Tacla Lake,RURAL,Not applicable,0,,,0,59,British Columbia
16896,2020-07-05,5953007,Valemount,RURAL,Not applicable,20,"202,000",144,5,59,British Columbia
16897,2020-07-05,5953012,McBride,RURAL,Not applicable,10,"48,000",41,5,59,British Columbia
16898,2020-07-05,5953019,Fraser-Fort George H,RURAL,Not applicable,0,,,0,59,British Columbia
16899,2020-07-05,5953023,Prince George,URBAN,Not applicable,655,"14,576,000","8,374",60,59,British Columbia
16900,2020-07-05,5953033,Mackenzie,RURAL,Not applicable,20,"1,561,000",523,0,59,British Columbia
16901,2020-07-05,5953038,Fraser-Fort George A,URBAN,Not applicable,10,"98,000",39,0,59,British Columbia
16902,2020-07-05,5953042,Fraser-Fort George C,URBAN,Not applicable,15,"174,000",124,0,59,British Columbia
16903,2020-07-05,5953044,Fraser-Fort George D,URBAN,Not applicable,15,"344,000",230,0,59,British Columbia
16904,2020-07-05,5953046,Fraser-Fort George E,RURAL,Not applicable,0,,,0,59,British Columbia
16905,2020-07-05,5953048,Fraser-Fort George F,URBAN,Not applicable,5,"95,000",34,0,59,British Columbia
16906,2020-07-05,5955003,Tumbler Ridge,RURAL,Not applicable,10,,,0,59,British Columbia
16907,2020-07-05,5955005,Pouce Coupe,RURAL,Not applicable,5,"119,000",36,0,59,British Columbia
16908,2020-07-05,5955010,Chetwynd,RURAL,Not applicable,20,"617,000",266,5,59,British Columbia
16909,2020-07-05,5955021,Peace River D,RURAL,Not applicable,35,"2,075,000",766,0,59,British Columbia
16910,2020-07-05,5955030,Taylor,URBAN,Not applicable,15,"130,000",79,0,59,British Columbia
16911,2020-07-05,5955034,Fort St. John,URBAN,Not applicable,385,"10,816,000","5,190",40,59,British Columbia
16912,2020-07-05,5955040,Peace River B,RURAL,Not applicable,20,"155,000",68,5,59,British Columbia
16913,2020-07-05,5955042,Peace River C,URBAN,Not applicable,25,"630,000",239,0,59,British Columbia
16914,2020-07-05,5957022,Stikine Region,RURAL,Not applicable,5,"110,000",58,0,59,British Columbia
16915,2020-07-05,5959007,Northern Rockies,RURAL,Not applicable,75,"1,546,000",684,5,59,British Columbia
16945,2020-07-05,6001003,Watson Lake,RURAL,Not applicable,5,"181,000",81,0,60,Yukon
16946,2020-07-05,6001006,Teslin,RURAL,Not applicable,5,,,0,60,Yukon
16947,2020-07-05,6001009,Whitehorse,URBAN,Not applicable,295,"6,180,000","3,455",20,60,Yukon
16948,2020-07-05,6001010,Lake Laberge 1,URBAN,Not applicable,5,"65,000",20,0,60,Yukon
16949,2020-07-05,6001012,Carmacks,RURAL,Not applicable,0,,,0,60,Yukon
16950,2020-07-05,6001018,Haines Junction,RURAL,Not applicable,10,"105,000",62,0,60,Yukon
16951,2020-07-05,6001029,Dawson,RURAL,Not applicable,35,"531,000",234,5,60,Yukon
16952,2020-07-05,6001036,Tagish,RURAL,Not applicable,5,"25,000",10,0,60,Yukon
16953,2020-07-05,6001042,Beaver Creek,RURAL,Not applicable,0,,,0,60,Yukon
16954,2020-07-05,6001048,Carcross,RURAL,Not applicable,0,,,0,60,Yukon
16955,2020-07-05,6001049,Destruction Bay,RURAL,Not applicable,0,,,0,60,Yukon
16956,2020-07-05,6001055,Ibex Valley,URBAN,Not applicable,0,,,0,60,Yukon
16957,2020-07-05,6001058,Marsh Lake,URBAN,Not applicable,0,,,0,60,Yukon
16963,2020-07-05,6100000,Northwest Territories - rural part undetermined CSD / Territoires du Nord-Ouest,RURAL,Not applicable,0,,,0,61,Northwest Territories
16964,2020-07-05,6101014,Paulatuk,RURAL,Not applicable,0,,,0,61,Northwest Territories
16965,2020-07-05,6101017,Inuvik,RURAL,Not applicable,25,"1,219,000",444,0,61,Northwest Territories
16966,2020-07-05,6101025,Aklavik,RURAL,Not applicable,0,,,0,61,Northwest Territories
16967,2020-07-05,6101036,Tuktoyaktuk,RURAL,Not applicable,5,,,0,61,Northwest Territories
16968,2020-07-05,6102007,Norman Wells,RURAL,Not applicable,10,"846,000",255,0,61,Northwest Territories
16969,2020-07-05,6102009,Fort Good Hope,RURAL,Not applicable,0,,,0,61,Northwest Territories
16970,2020-07-05,6102012,Colville Lake,RURAL,Not applicable,0,,,0,61,Northwest Territories
16971,2020-07-05,6103031,Behchokò,RURAL,Not applicable,5,,,0,61,Northwest Territories
16972,2020-07-05,6103034,Whatì,RURAL,Not applicable,5,,,0,61,Northwest Territories
16973,2020-07-05,6103049,Gamètì,RURAL,Not applicable,0,,,0,61,Northwest Territories
16974,2020-07-05,6103052,Wekweètì,RURAL,Not applicable,0,,,0,61,Northwest Territories
16975,2020-07-05,6104006,Sambaa K'e,RURAL,Not applicable,0,,,0,61,Northwest Territories
16976,2020-07-05,6104009,Fort Liard,RURAL,Not applicable,5,,,0,61,Northwest Territories
16977,2020-07-05,6104038,Fort Simpson,RURAL,Not applicable,5,"50,000",24,0,61,Northwest Territories
16978,2020-07-05,6105001,Fort Smith,RURAL,Not applicable,5,,,0,61,Northwest Territories
16979,2020-07-05,6105003,Enterprise,RURAL,Not applicable,0,0,0,0,61,Northwest Territories
16980,2020-07-05,6105016,Hay River,RURAL,Not applicable,25,"715,000",294,0,61,Northwest Territories
16981,2020-07-05,6106023,Yellowknife,URBAN,Not applicable,180,"6,549,000","2,698",20,61,Northwest Territories
16985,2020-07-05,6204001,Sanikiluaq,RURAL,Not applicable,0,0,0,0,62,Nunavut
16986,2020-07-05,6204003,Iqaluit,RURAL,Not applicable,40,"1,555,000","1,010",0,62,Nunavut
16987,2020-07-05,6204005,Kimmirut,RURAL,Not applicable,0,,,0,62,Nunavut
16988,2020-07-05,6204007,Cape Dorset,RURAL,Not applicable,5,"142,000",53,0,62,Nunavut
16989,2020-07-05,6204009,Pangnirtung,RURAL,Not applicable,5,,,0,62,Nunavut
16990,2020-07-05,6204010,Qikiqtarjuaq,RURAL,Not applicable,0,,,0,62,Nunavut
16991,2020-07-05,6204011,Hall Beach,RURAL,Not applicable,5,"130,000",69,0,62,Nunavut
16992,2020-07-05,6204012,Igloolik,RURAL,Not applicable,5,,,0,62,Nunavut
16993,2020-07-05,6204015,Clyde River,RURAL,Not applicable,0,"35,000",17,0,62,Nunavut
16994,2020-07-05,6204018,Arctic Bay,RURAL,Not applicable,0,,,0,62,Nunavut
16995,2020-07-05,6204022,Resolute,RURAL,Not applicable,0,,,0,62,Nunavut
16996,2020-07-05,6205014,Coral Harbour,RURAL,Not applicable,0,,,0,62,Nunavut
16997,2020-07-05,6205015,Arviat,RURAL,Not applicable,5,"118,000",93,0,62,Nunavut
16998,2020-07-05,6205016,Whale Cove,RURAL,Not applicable,0,,,0,62,Nunavut
16999,2020-07-05,6205017,Rankin Inlet,RURAL,Not applicable,15,"506,000",289,0,62,Nunavut
17000,2020-07-05,6205023,Baker Lake,RURAL,Not applicable,5,,,0,62,Nunavut
17001,2020-07-05,6205027,Naujaat,RURAL,Not applicable,5,,,0,62,Nunavut
17002,2020-07-05,6208047,Kugaaruk,RURAL,Not applicable,0,,,0,62,Nunavut
17003,2020-07-05,6208059,Kugluktuk,RURAL,Not applicable,5,"17,000",6,0,62,Nunavut
17004,2020-07-05,6208073,Cambridge Bay,RURAL,Not applicable,15,"395,000",207,0,62,Nunavut
17005,2020-07-05,6208081,Gjoa Haven,RURAL,Not applicable,0,,,0,62,Nunavut
17006,2020-07-05,6208087,Taloyoak,RURAL,Not applicable,0,,,0,62,Nunavut
17013,2020-08-02,1000000,Newfoundland and Labrador - rural part undetermined CSD,RURAL,Not applicable,5,,,0,10,Newfoundland and Labrador
17017,2020-08-02,1001113,Trepassey,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17018,2020-08-02,1001124,"Division No.  1, Subd. U",RURAL,Not applicable,5,"43,000",55,0,10,Newfoundland and Labrador
17019,2020-08-02,1001126,Cape Broyle,RURAL,Not applicable,5,,5,5,10,Newfoundland and Labrador
17020,2020-08-02,1001131,Renews-Cappahayden,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17021,2020-08-02,1001136,Fermeuse,RURAL,Not applicable,5,"70,000",34,0,10,Newfoundland and Labrador
17022,2020-08-02,1001149,Ferryland,RURAL,Not applicable,5,"49,000",21,0,10,Newfoundland and Labrador
17023,2020-08-02,1001155,"Division No.  1, Subd. W",RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17024,2020-08-02,1001169,St. Vincent's-St. Stephen's-Peter's River,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17025,2020-08-02,1001197,Mount Carmel-Mitchells Brook-St. Catherine's,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17026,2020-08-02,1001203,"Division No.  1, Subd. X",RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17027,2020-08-02,1001228,St. Bride's,RURAL,Not applicable,5,"6,000",3,0,10,Newfoundland and Labrador
17028,2020-08-02,1001234,"Division No.  1, Subd. B",RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17029,2020-08-02,1001240,Placentia,RURAL,Not applicable,30,"1,103,000",793,0,10,Newfoundland and Labrador
17030,2020-08-02,1001254,Fox Harbour,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17031,2020-08-02,1001259,"Division No.  1, Subd. A",RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17032,2020-08-02,1001267,Southern Harbour,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17033,2020-08-02,1001270,Arnold's Cove,RURAL,Not applicable,15,"586,000",342,5,10,Newfoundland and Labrador
17034,2020-08-02,1001274,Come By Chance,RURAL,Not applicable,10,,,5,10,Newfoundland and Labrador
17035,2020-08-02,1001277,Sunnyside,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17036,2020-08-02,1001281,Chance Cove,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17037,2020-08-02,1001285,Norman's Cove-Long Cove,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17038,2020-08-02,1001289,Chapel Arm,RURAL,Not applicable,5,,13,0,10,Newfoundland and Labrador
17039,2020-08-02,1001293,"Division No.  1, Subd. Y",RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17040,2020-08-02,1001298,Whitbourne,RURAL,Not applicable,15,"67,000",81,5,10,Newfoundland and Labrador
17041,2020-08-02,1001304,"Division No.  1, Subd. E",RURAL,Not applicable,15,"167,000",102,0,10,Newfoundland and Labrador
17042,2020-08-02,1001308,Whiteway,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17043,2020-08-02,1001312,Heart's Delight-Islington,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17044,2020-08-02,1001316,Heart's Desire,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17045,2020-08-02,1001321,"Division No.  1, Subd. F",RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17046,2020-08-02,1001325,Heart's Content,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17047,2020-08-02,1001332,Winterton,RURAL,Not applicable,5,"57,000",39,0,10,Newfoundland and Labrador
17048,2020-08-02,1001339,"Division No.  1, Subd. G",RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17049,2020-08-02,1001343,Old Perlican,RURAL,Not applicable,5,,,0,10,Newfoundland and Labrador
17050,2020-08-02,1001347,Bay de Verde,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17051,2020-08-02,1001365,Victoria,RURAL,Not applicable,5,,,0,10,Newfoundland and Labrador
17052,2020-08-02,1001370,Carbonear,RURAL,Not applicable,40,"455,000",345,5,10,Newfoundland and Labrador
17053,2020-08-02,1001379,Harbour Grace,RURAL,Not applicable,15,"266,000",154,5,10,Newfoundland and Labrador
17054,2020-08-02,1001385,Upper Island Cove,URBAN,Not applicable,5,,,0,10,Newfoundland and Labrador
17055,2020-08-02,1001396,Spaniard's Bay,URBAN,Not applicable,10,"75,000",68,0,10,Newfoundland and Labrador
17056,2020-08-02,1001409,Bay Roberts,URBAN,Not applicable,50,"617,000",429,5,10,Newfoundland and Labrador
17057,2020-08-02,1001415,"Division No.  1, Subd. L",RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17058,2020-08-02,1001421,"Division No.  1, Subd. M",RURAL,Not applicable,5,,64,0,10,Newfoundland and Labrador
17059,2020-08-02,1001426,North River,URBAN,Not applicable,0,,,0,10,Newfoundland and Labrador
17060,2020-08-02,1001429,Clarke's Beach,RURAL,Not applicable,5,"90,000",86,0,10,Newfoundland and Labrador
17061,2020-08-02,1001434,South River,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17062,2020-08-02,1001437,Cupids,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17063,2020-08-02,1001452,"Division No.  1, Subd. O",RURAL,Not applicable,5,"24,000",20,0,10,Newfoundland and Labrador
17064,2020-08-02,1001464,Avondale,RURAL,Not applicable,5,,,0,10,Newfoundland and Labrador
17065,2020-08-02,1001469,Harbour Main-Chapel's Cove-Lakeview,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17066,2020-08-02,1001472,Holyrood,RURAL,Not applicable,25,"203,000",170,0,10,Newfoundland and Labrador
17067,2020-08-02,1001485,Conception Bay South,URBAN,Not applicable,105,"1,171,000","1,193",5,10,Newfoundland and Labrador
17068,2020-08-02,1001490,"Division No.  1, Subd. R",RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17069,2020-08-02,1001494,Wabana,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17071,2020-08-02,1001504,Portugal Cove-St. Philip's,URBAN,Not applicable,55,"640,000",357,5,10,Newfoundland and Labrador
17072,2020-08-02,1001505,Pouch Cove,URBAN,Not applicable,5,,,0,10,Newfoundland and Labrador
17073,2020-08-02,1001507,Flatrock,URBAN,Not applicable,5,,25,0,10,Newfoundland and Labrador
17074,2020-08-02,1001509,Torbay,URBAN,Not applicable,35,"627,000",380,5,10,Newfoundland and Labrador
17075,2020-08-02,1001511,Logy Bay-Middle Cove-Outer Cove,URBAN,Not applicable,15,"99,000",53,0,10,Newfoundland and Labrador
17076,2020-08-02,1001512,Bauline,URBAN,Not applicable,0,,,0,10,Newfoundland and Labrador
17077,2020-08-02,1001517,Paradise,URBAN,Not applicable,155,"3,636,000","1,775",5,10,Newfoundland and Labrador
17078,2020-08-02,1001519,St. John's,URBAN,Not applicable,"1,195","30,075,000","18,380",55,10,Newfoundland and Labrador
17079,2020-08-02,1001542,Mount Pearl,URBAN,Not applicable,295,"6,019,000","3,893",15,10,Newfoundland and Labrador
17080,2020-08-02,1001551,Petty Harbour-Maddox Cove,URBAN,Not applicable,5,"138,000",86,0,10,Newfoundland and Labrador
17081,2020-08-02,1001557,Bay Bulls,URBAN,Not applicable,10,"249,000",108,0,10,Newfoundland and Labrador
17082,2020-08-02,1001559,Witless Bay,URBAN,Not applicable,5,"57,000",29,0,10,Newfoundland and Labrador
17083,2020-08-02,1002005,Burin,RURAL,Not applicable,15,"136,000",92,5,10,Newfoundland and Labrador
17084,2020-08-02,1002008,St. Lawrence,RURAL,Not applicable,5,,,0,10,Newfoundland and Labrador
17085,2020-08-02,1002012,Lamaline,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17086,2020-08-02,1002018,Fortune,RURAL,Not applicable,5,"34,000",23,0,10,Newfoundland and Labrador
17087,2020-08-02,1002019,Grand Bank,RURAL,Not applicable,5,"34,000",21,0,10,Newfoundland and Labrador
17088,2020-08-02,1002024,Marystown,RURAL,Not applicable,50,"326,000",275,0,10,Newfoundland and Labrador
17089,2020-08-02,1002031,"Division No.  2, Subd. C",RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17090,2020-08-02,1002034,Parkers Cove,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17091,2020-08-02,1002036,Terrenceville,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17092,2020-08-02,1002037,Red Harbour,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17093,2020-08-02,1002041,St. Bernard's-Jacques Fontaine,RURAL,Not applicable,0,0,0,0,10,Newfoundland and Labrador
17094,2020-08-02,1002048,"Division No.  2, Subd. K",RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17095,2020-08-02,1003008,Harbour Breton,RURAL,Not applicable,10,"76,000",54,5,10,Newfoundland and Labrador
17096,2020-08-02,1003011,Hermitage-Sandyville,RURAL,Not applicable,5,,,0,10,Newfoundland and Labrador
17097,2020-08-02,1003019,St. Alban's,RURAL,Not applicable,5,,133,0,10,Newfoundland and Labrador
17098,2020-08-02,1003026,Ramea,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17099,2020-08-02,1003028,Burgeo,RURAL,Not applicable,0,"39,000",17,0,10,Newfoundland and Labrador
17100,2020-08-02,1003034,Channel-Port aux Basques,RURAL,Not applicable,25,"270,000",239,0,10,Newfoundland and Labrador
17101,2020-08-02,1003045,Rose Blanche-Harbour le Cou,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17102,2020-08-02,1003801,Samiajij Miawpukek,RURAL,Not applicable,5,,,0,10,Newfoundland and Labrador
17103,2020-08-02,1004001,"Division No.  4, Subd. A",RURAL,Not applicable,5,"51,000",,0,10,Newfoundland and Labrador
17104,2020-08-02,1004006,"Division No.  4, Subd. B",RURAL,Not applicable,5,,,0,10,Newfoundland and Labrador
17105,2020-08-02,1004013,St. George's,RURAL,Not applicable,5,,,0,10,Newfoundland and Labrador
17106,2020-08-02,1004016,"Division No.  4, Subd. D",RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17107,2020-08-02,1004019,Stephenville,RURAL,Not applicable,50,"409,000",475,5,10,Newfoundland and Labrador
17108,2020-08-02,1004020,Kippens,RURAL,Not applicable,5,"20,000",15,0,10,Newfoundland and Labrador
17109,2020-08-02,1004033,Cape St. George,RURAL,Not applicable,5,,,0,10,Newfoundland and Labrador
17110,2020-08-02,1004037,Lourdes,RURAL,Not applicable,5,,11,0,10,Newfoundland and Labrador
17111,2020-08-02,1005004,Deer Lake,RURAL,Not applicable,50,"1,256,000",671,5,10,Newfoundland and Labrador
17112,2020-08-02,1005007,"Division No.  5, Subd. E",RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17113,2020-08-02,1005008,Hampden,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17114,2020-08-02,1005009,Reidville,RURAL,Not applicable,5,"24,000",14,0,10,Newfoundland and Labrador
17115,2020-08-02,1005010,"Division No.  5, Subd. F",URBAN,Not applicable,5,,54,0,10,Newfoundland and Labrador
17116,2020-08-02,1005011,Steady Brook,URBAN,Not applicable,5,,41,0,10,Newfoundland and Labrador
17117,2020-08-02,1005012,Pasadena,URBAN,Not applicable,25,"873,000",324,0,10,Newfoundland and Labrador
17118,2020-08-02,1005014,Cormack,RURAL,Not applicable,5,,29,0,10,Newfoundland and Labrador
17119,2020-08-02,1005015,Gillams,URBAN,Not applicable,0,,,0,10,Newfoundland and Labrador
17120,2020-08-02,1005017,Massey Drive,URBAN,Not applicable,5,,21,0,10,Newfoundland and Labrador
17121,2020-08-02,1005018,Corner Brook,URBAN,Not applicable,240,"3,099,000","2,706",15,10,Newfoundland and Labrador
17122,2020-08-02,1005020,Humber Arm South,URBAN,Not applicable,5,,,0,10,Newfoundland and Labrador
17123,2020-08-02,1005023,Cox's Cove,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17124,2020-08-02,1005024,Lark Harbour,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17125,2020-08-02,1005025,Meadows,URBAN,Not applicable,0,,,0,10,Newfoundland and Labrador
17126,2020-08-02,1005028,Hughes Brook,URBAN,Not applicable,0,,,0,10,Newfoundland and Labrador
17127,2020-08-02,1005030,Irishtown-Summerside,URBAN,Not applicable,5,"18,000",16,0,10,Newfoundland and Labrador
17128,2020-08-02,1005033,Mount Moriah,URBAN,Not applicable,0,,,0,10,Newfoundland and Labrador
17129,2020-08-02,1006003,Norris Arm,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17130,2020-08-02,1006009,Gander,URBAN,Not applicable,145,"3,274,000","1,714",5,10,Newfoundland and Labrador
17131,2020-08-02,1006011,Appleton,URBAN,Not applicable,0,,,0,10,Newfoundland and Labrador
17132,2020-08-02,1006012,Glenwood,URBAN,Not applicable,5,,,0,10,Newfoundland and Labrador
17133,2020-08-02,1006014,"Division No.  6, Subd. C",RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17134,2020-08-02,1006017,Grand Falls-Windsor,URBAN,Not applicable,115,"1,343,000","1,291",10,10,Newfoundland and Labrador
17135,2020-08-02,1006019,Bishop's Falls,RURAL,Not applicable,20,"200,000",208,0,10,Newfoundland and Labrador
17136,2020-08-02,1006022,Botwood,RURAL,Not applicable,10,"42,000",19,5,10,Newfoundland and Labrador
17137,2020-08-02,1006026,Badger,RURAL,Not applicable,5,,,0,10,Newfoundland and Labrador
17138,2020-08-02,1006028,Millertown,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17139,2020-08-02,1006029,"Division No.  6, Subd. A",RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17140,2020-08-02,1006031,Buchans,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17141,2020-08-02,1007001,"Division No.  7, Subd. M",RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17142,2020-08-02,1007006,"Division No.  7, Subd. L",RURAL,Not applicable,5,,,0,10,Newfoundland and Labrador
17143,2020-08-02,1007009,"Division No.  7, Subd. K",RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17144,2020-08-02,1007013,Clarenville,RURAL,Not applicable,95,"1,259,000",859,0,10,Newfoundland and Labrador
17145,2020-08-02,1007015,Trinity (Trinity Bay),RURAL,Not applicable,15,"245,000",125,0,10,Newfoundland and Labrador
17146,2020-08-02,1007016,Port Rexton,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17147,2020-08-02,1007020,Elliston,RURAL,Not applicable,10,"26,000",20,0,10,Newfoundland and Labrador
17148,2020-08-02,1007022,Trinity Bay North,RURAL,Not applicable,5,,21,0,10,Newfoundland and Labrador
17149,2020-08-02,1007023,Bonavista,RURAL,Not applicable,35,"323,000",178,0,10,Newfoundland and Labrador
17150,2020-08-02,1007028,"Division No.  7, Subd. F",RURAL,Not applicable,5,"26,000",21,0,10,Newfoundland and Labrador
17151,2020-08-02,1007031,"Division No.  7, Subd. E",RURAL,Not applicable,10,"113,000",58,0,10,Newfoundland and Labrador
17152,2020-08-02,1007032,Musgravetown,RURAL,Not applicable,5,,,0,10,Newfoundland and Labrador
17153,2020-08-02,1007036,Port Blandford,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17154,2020-08-02,1007037,Traytown,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17155,2020-08-02,1007041,Happy Adventure,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17156,2020-08-02,1007042,Eastport,RURAL,Not applicable,5,,,0,10,Newfoundland and Labrador
17157,2020-08-02,1007043,Sandringham,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17158,2020-08-02,1007044,Glovertown,RURAL,Not applicable,20,"554,000",367,0,10,Newfoundland and Labrador
17159,2020-08-02,1007047,Gambo,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17160,2020-08-02,1007050,Centreville-Wareham-Trinity,RURAL,Not applicable,5,"84,000",36,0,10,Newfoundland and Labrador
17161,2020-08-02,1007057,Dover,RURAL,Not applicable,5,,,0,10,Newfoundland and Labrador
17162,2020-08-02,1007060,New-Wes-Valley,RURAL,Not applicable,10,"44,000",86,0,10,Newfoundland and Labrador
17163,2020-08-02,1008004,Lumsden,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17164,2020-08-02,1008006,Musgrave Harbour,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17165,2020-08-02,1008008,"Division No.  8, Subd. L",RURAL,Not applicable,5,,19,0,10,Newfoundland and Labrador
17166,2020-08-02,1008011,Carmanville,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17167,2020-08-02,1008031,"Division No.  8, Subd. H",RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17168,2020-08-02,1008033,Summerford,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17169,2020-08-02,1008035,Twillingate,RURAL,Not applicable,35,"338,000",219,0,10,Newfoundland and Labrador
17170,2020-08-02,1008036,"Division No.  8, Subd. G",RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17171,2020-08-02,1008037,Campbellton,RURAL,Not applicable,0,0,0,0,10,Newfoundland and Labrador
17172,2020-08-02,1008039,Comfort Cove-Newstead,RURAL,Not applicable,5,,,0,10,Newfoundland and Labrador
17173,2020-08-02,1008040,Baytona,RURAL,Not applicable,5,,,0,10,Newfoundland and Labrador
17174,2020-08-02,1008042,"Division No.  8, Subd. F",RURAL,Not applicable,20,"223,000",164,0,10,Newfoundland and Labrador
17175,2020-08-02,1008043,Embree,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17176,2020-08-02,1008044,Lewisporte,RURAL,Not applicable,10,"64,000",57,0,10,Newfoundland and Labrador
17177,2020-08-02,1008047,Point of Bay,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17178,2020-08-02,1008048,Leading Tickles,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17179,2020-08-02,1008049,Point Leamington,RURAL,Not applicable,0,,,0,10,Newfoundland and Labrador
17180,2020-08-02,1008053,Pilley's Island,RURAL,Not applicable,5,,,0,10,Newfoundland and Labrador
